starting up
Loading symbols from CSE2-DS-New.elf ... OK
Seen 2253 symbols, stored 1828 function offsets
	address	calls	ms	ms/call	ms/frame	lowest stack	highest stack	function name
	0x2013474	   717	    3.6260	0.005	0.006	13712	14168	_Z14ChangeOrganPanhha
	0x2036358	  1299	   26.1450	0.020	0.044	13688	14144	_ZN11SOUNDBUFFER6SetPanEl
	0x2036e10	   979	    7.9517	0.008	0.013	13664	14120	soundSetPan
	0x2013558	  2841	   47.7099	0.017	0.080	13712	14168	_Z17ChangeOrganVolumeila
	0x20363c8	  4307	   48.7277	0.011	0.081	13680	14136	_ZN11SOUNDBUFFER9SetVolumeEl
	0x203613c	  4307	  244.7837	0.057	0.408	13680	14136	_Z16MillibelToVolumel
	0x2036dd0	  2035	   23.8550	0.012	0.040	13656	14112	soundSetVolume
	0x20135e4	  2722	   12.4046	0.005	0.021	13712	14168	_Z16ChangeDramVolumela
	0x2013864	   582	   11.7684	0.020	0.020	13680	14136	_Z14PlayDramObjecthic
	0x2013418	   582	    2.3537	0.004	0.004	13680	14136	_Z19ChangeDramFrequencyha
	0x2013500	   582	    3.2443	0.006	0.005	13712	14168	_Z13ChangeDramPanha
	0x2036e50	   444	    4.4529	0.010	0.007	13608	14064	soundSetFreq
	0x2036d54	  3245	   67.3664	0.021	0.112	13720	14176	soundKill
	0x2001290	     1	    0.0000	0.000	0.000	16384	0	_Z10ModeActionv
	0x205b3f0	     2	    0.0000	0.000	0.000	14232	14256	_Z10InitMyCharv
	0x200af74	     1	    0.0000	0.000	0.000	14256	14256	_Z10InitBulletv
	0x20470b4	     2	    0.0636	0.032	0.000	14232	14256	_Z13ClearArmsDatav
	0x2046f8c	     4	    0.0000	0.000	0.000	14192	14216	_Z11AddArmsDatall
	0x2046f48	     2	    0.0636	0.032	0.000	14232	14256	_Z13ClearItemDatav
	0x2037ddc	     2	    0.0000	0.000	0.000	14232	14256	_Z16ClearPermitStagev
	0x2010e24	     2	    0.0000	0.000	0.000	14232	14256	_Z12StartMappingv
	0x2044340	     2	    0.1272	0.064	0.000	14224	14248	_Z9InitFlagsv
	0x2044124	    30	    0.0636	0.002	0.000	14048	14248	_Z10SetNPCFlagl
	0x2046e98	     1	    0.0636	0.064	0.000	14248	14248	_Z14InitializeGamev
	0x20441d4	    87	    0.0636	0.001	0.000	11896	14088	_Z10GetNPCFlagl
	0x2007550	     1	    0.0000	0.000	0.000	14232	14232	_Z9ClearFadev
	0x205c9cc	  5387	  102.6718	0.019	0.171	14240	14240	_Z9ActMyCharb
	0x205be78	  5387	  222.1374	0.041	0.370	14144	14144	_Z16ActMyChar_Normalb
	0x204cf68	  5387	  153.6896	0.029	0.256	14240	14240	_Z7ActStarv
	0x203d074	 35351	   71.3104	0.002	0.119	14200	14200	_Z9ActNpc000P6NPCHAR
	0x204ac74	  7329	   30.2163	0.004	0.050	14200	14200	_Z9ActNpc046P6NPCHAR
	0x202ae80	   584	    1.5267	0.003	0.003	14184	14184	_Z9ActNpc291P6NPCHAR
	0x20389ec	   146	    7.0611	0.048	0.012	14192	14192	_Z18ActBossChar_Undeadv
	0x20383bc	   146	    2.3537	0.016	0.004	14072	14072	_ZL17ActBossCharA_FaceP6NPCHAR
	0x203850c	   146	    1.9720	0.014	0.003	14104	14104	_ZL17ActBossCharA_HeadP6NPCHAR
	0x2038654	   146	    1.3359	0.009	0.002	14120	14120	_ZL17ActBossCharA_TailP6NPCHAR
	0x2038844	   584	    0.7634	0.001	0.001	14104	14104	_ZL17ActBossCharA_MiniP6NPCHAR
	0x2038788	   584	    2.6081	0.004	0.004	14176	14176	_ZL16ActBossCharA_HitP6NPCHAR
	0x2039770	  5387	   92.2392	0.017	0.154	14256	14256	_Z12ActValueViewv
	0x2052278	231287	  579.1349	0.003	0.965	14200	14200	_Z18JudgeHitMyCharNPC3P6NPCHAR
	0x20526c4	100030	 1234.5420	0.012	2.058	14160	14160	_Z18JudgeHitMyCharNPC4P6NPCHAR
	0x204e4b0	512166	 1278.2443	0.002	2.130	14032	14072	_Z19JadgeHitNpCharBlockP6NPCHARii
	0x20400dc	  5387	  414.8219	0.077	0.691	14184	14184	_Z12HitBulletMapv
	0x204ee8c	  5387	23578.6260	4.377	39.298	14216	14216	_Z15HitNpCharBulletv
	0x201a384	  5035	   90.3944	0.018	0.151	14256	14256	_Z11ShootBulletv
	0x20192f8	    36	    0.3817	0.011	0.001	14232	14232	_Z19ShootBullet_Missileib
	0x200afc4	  9719	  483.0153	0.050	0.805	14184	14200	_Z15CountArmsBulleti
	0x200de48	  5387	  290.0127	0.054	0.483	14208	14208	_Z9ActBulletv
	0x201d300	  5387	   13.2952	0.002	0.022	14248	14248	_Z8ActFlashii
	0x205b6e8	  5387	  146.3740	0.027	0.244	13856	13856	_Z15AnimationMyCharb
	0x200b5d0	  5553	  334.2875	0.060	0.557	14216	14216	_Z9PutBulletii
	0x205b960	  5553	  160.3053	0.029	0.267	14168	14168	_Z9PutMyCharii
	0x204d210	  5553	   23.7277	0.004	0.040	14184	14184	_Z7PutStarii
	0x201d2b0	  5553	   12.8499	0.002	0.021	14256	14256	_Z8PutFlashv
	0x2039e9c	  5553	  104.2621	0.019	0.174	14224	14224	_Z12PutValueViewii
	0x201d4c0	  5553	   51.0814	0.009	0.085	14144	14144	_Z11PutBossLifev
	0x205f728	  5552	   25.7634	0.005	0.043	14176	14176	_Z14PutTimeCounterii
	0x2052a08	  3353	   19.5293	0.006	0.033	14120	14120	_Z19JudgeHitMyCharBlockii
	0x205f50c	  5034	  144.5929	0.029	0.241	14176	14176	_Z9PutMyLifeb
	0x205f14c	  5034	  184.7964	0.037	0.308	14088	14088	_Z13PutArmsEnergyb
	0x205f648	  5034	   29.7710	0.006	0.050	14192	14192	_Z8PutMyAirii
	0x205f3f0	  5034	   59.6056	0.012	0.099	14200	14200	_Z17PutActiveArmsListv
	0x205c914	  5034	   25.1272	0.005	0.042	14224	14224	_Z10AirProcessv
	0x2047db8	     1	    0.0000	0.000	0.000	14240	14240	_Z12RotationArmsv
	0x201a048	     1	    0.0000	0.000	0.000	14224	14224	_Z15ResetSpurChargev
	0x201a0ac	  4999	  150.1272	0.030	0.250	14216	14216	_Z16ShootBullet_Spuri
	0x205efb0	  5127	   14.7583	0.003	0.025	14200	14200	_Z14IsMaxExpMyCharv
	0x205ef5c	  3811	    5.7252	0.002	0.010	14200	14200	_Z13ZeroExpMyCharv
	0x2007590	     6	    0.1272	0.021	0.000	14088	14088	_Z12StartFadeOuta
	0x204103c	   166	    1.4631	0.009	0.002	14184	14184	_Z9ActNpc230P6NPCHAR
	0x20565d4	   498	    6.0433	0.012	0.010	14096	14096	_Z9ActNpc260P6NPCHAR
	0x2056720	    83	    1.3995	0.017	0.002	14144	14144	_Z9ActNpc261P6NPCHAR
	0x205683c	    83	    1.2087	0.015	0.002	14144	14144	_Z9ActNpc262P6NPCHAR
	0x20335b4	    83	    1.5267	0.018	0.003	14144	14144	_Z9ActNpc307P6NPCHAR
	0x2041334	   581	    1.5267	0.003	0.003	14176	14176	_Z9ActNpc239P6NPCHAR
	0x2042f90	    83	    0.6997	0.008	0.001	14104	14104	_Z9ActNpc256P6NPCHAR
	0x2050834	 33519	   93.1298	0.003	0.155	14152	14152	_Z10PutBitmap4P4RECTiiS0_9SurfaceID
	0x205eda8	  1196	    8.7786	0.007	0.015	14168	14176	_Z12AddExpMyChari
	0x2047440	    67	    0.1272	0.002	0.000	14200	14200	_Z13UseArmsEnergyl
	0x200b6d0	   426	    9.7328	0.023	0.016	14024	14176	_Z9SetBulletiiii
	0x200b7bc	   676	    5.5980	0.008	0.009	14072	14072	_Z18ActBullet_PoleStarP6BULLETi
	0x201c400	  1166	    9.0967	0.008	0.015	14160	14160	_Z10ActCaret03P5CARET
	0x203f518	  8738	   37.7226	0.004	0.063	14128	14128	_Z20JudgeHitBulletBlock2iiPhP6BULLET
	0x203f3cc	  7252	   16.2850	0.002	0.027	14128	14128	_Z19JudgeHitBulletBlockiiP6BULLET
	0x203f358	    26	    0.5725	0.022	0.001	14128	14152	_Z6VanishP6BULLET
	0x201c2dc	   799	   10.4962	0.013	0.017	14032	14032	_Z10ActCaret02P5CARET
	0x2043740	    72	    2.3537	0.033	0.004	13888	13888	_Z9ActNpc247P6NPCHAR
	0x204417c	     2	    0.0000	0.000	0.000	14088	14088	_Z10CutNPCFlagl
	0x203e1f8	 16351	  100.0636	0.006	0.167	14152	14152	_Z9ActNpc018P6NPCHAR
	0x2060494	  2139	    5.2799	0.002	0.009	14184	14184	_Z9ActNpc037P6NPCHAR
	0x2042dbc	  1362	   18.3842	0.013	0.031	14160	14160	_Z9ActNpc254P6NPCHAR
	0x20017d8	   988	   39.3766	0.040	0.066	13816	14144	_Z9SetNpChariiiiiiP6NPCHARi
	0x2057b58	  1362	   23.3461	0.017	0.039	13864	13864	_Z9ActNpc268P6NPCHAR
	0x2009f50	  2614	   44.1476	0.017	0.074	13992	13992	_Z9ActNpc115P6NPCHAR
	0x2043ed8	 10896	   44.9109	0.004	0.075	14184	14184	_Z9ActNpc253P6NPCHAR
	0x202ddc0	 11492	   61.3868	0.005	0.102	14120	14120	_Z9ActNpc087P6NPCHAR
	0x2060274	  2139	   33.7150	0.016	0.056	14144	14144	_Z9ActNpc029P6NPCHAR
	0x204239c	  2724	   42.1756	0.015	0.070	14088	14088	_Z9ActNpc255P6NPCHAR
	0x205203c	108740	  411.3232	0.004	0.686	14160	14160	_Z17JudgeHitMyCharNPCP6NPCHAR
	0x200bafc	   364	    7.9517	0.022	0.013	14064	14064	_Z14ActBullet_SpurP6BULLETi
	0x200b350	  8081	   56.5522	0.007	0.094	13872	13872	_Z18ActBullet_SpurTailP6BULLETi
	0x201c584	  5418	   46.6285	0.009	0.078	14104	14104	_Z10ActCaret07P5CARET
	0x205250c	   186	    0.3181	0.002	0.001	14160	14160	_Z23JudgeHitMyCharTriangleGii
	0x201cd9c	  3465	   25.0636	0.007	0.042	14104	14104	_Z10ActCaret11P5CARET
	0x203cd30	   586	    0.8270	0.001	0.001	13848	14088	_Z6GetCosh
	0x203ccf4	   586	    0.7634	0.001	0.001	13848	14088	_Z6GetSinh
	0x20397ec	    43	    3.1170	0.072	0.005	13664	13776	_Z12SetValueViewPiS_i
	0x204fe08	    98	    0.1272	0.001	0.000	13648	13760	_Z15Surface2SurfaceiiP4RECTii
	0x204ed88	    23	    0.9542	0.041	0.002	14192	14192	_Z10LoseNpCharP6NPCHARb
	0x20028c0	    23	    2.0992	0.091	0.003	14152	14152	_Z16SetDestroyNpChariiii
	0x20018bc	    13	    0.6997	0.054	0.001	14136	14136	_Z13SetExpObjectsiii
	0x2002bd4	    23	    0.3181	0.014	0.001	14160	14160	_Z12VanishNpCharP6NPCHAR
	0x201c884	   138	    0.8270	0.006	0.001	14184	14184	_Z10ActCaret12P5CARET
	0x203d0f8	  2323	    8.7786	0.004	0.015	14224	14224	_Z9ActNpc003P6NPCHAR
	0x203e8c4	 11198	  170.4198	0.015	0.284	13960	13960	_Z9ActNpc004P6NPCHAR
	0x203d70c	  3466	   58.9695	0.017	0.098	14088	14088	_Z9ActNpc001P6NPCHAR
	0x205b170	    23	    0.0000	0.000	0.000	13848	14120	_Z8SetQuakei
	0x203ecc8	  1676	    5.4707	0.003	0.009	14160	14160	_Z9ActNpc011P6NPCHAR
	0x20525e4	   319	    3.3715	0.011	0.006	14160	14160	_Z23JudgeHitMyCharTriangleHii
	0x2052434	   197	    0.6361	0.003	0.001	14160	14160	_Z23JudgeHitMyCharTriangleFii
	0x2052354	    43	    0.3817	0.009	0.001	14160	14160	_Z23JudgeHitMyCharTriangleEii
	0x203fb78	   469	    0.6997	0.001	0.001	14152	14152	_Z23JudgeHitBulletTriangleGiiP6BULLET
	0x204eb40	 14033	   38.2952	0.003	0.064	14112	14112	_Z23JudgeHitNpCharTriangleGP6NPCHARii
	0x204ec14	  4817	   21.1196	0.004	0.035	14112	14112	_Z23JudgeHitNpCharTriangleHP6NPCHARii
	0x2002690	     2	    0.3181	0.159	0.001	14072	14072	_Z17SetNpCharActionNoiii
	0x2047374	     1	    0.0000	0.000	0.000	14088	14088	_Z9CheckIteml
	0x204268c	 96217	  575.3817	0.006	0.959	14088	14088	_Z9ActNpc241P6NPCHAR
	0x2042a5c	  2777	    3.8168	0.001	0.006	14192	14192	_Z9ActNpc243P6NPCHAR
	0x2042b04	 38878	  213.8041	0.005	0.356	14136	14136	_Z9ActNpc245P6NPCHAR
	0x202e7c8	 11108	   52.9262	0.005	0.088	14136	14136	_Z9ActNpc097P6NPCHAR
	0x2043308	 61094	  234.7328	0.004	0.391	14136	14136	_Z9ActNpc246P6NPCHAR
	0x204e7e4	 15982	   33.2697	0.002	0.055	14104	14104	_Z23JudgeHitNpCharTriangleCP6NPCHARii
	0x204e70c	  6127	   15.3308	0.003	0.026	14104	14104	_Z23JudgeHitNpCharTriangleBP6NPCHARii
	0x204ea6c	 18381	   40.0127	0.002	0.067	14112	14112	_Z23JudgeHitNpCharTriangleFP6NPCHARii
	0x204e990	 10345	   20.4198	0.002	0.034	14112	14112	_Z23JudgeHitNpCharTriangleEP6NPCHARii
	0x204ecec	 47111	   92.5573	0.002	0.154	14136	14136	_Z19JudgeHitNpCharWaterP6NPCHARii
	0x2043118	 21667	   89.7583	0.004	0.150	14200	14200	_Z9ActNpc244P6NPCHAR
	0x201cb88	 39009	  306.2977	0.008	0.510	14088	14088	_Z10ActCaret01P5CARET
	0x2051d24	    74	    0.3817	0.005	0.001	14184	14184	_Z21JudgeHitMyCharDamageWii
	0x205fca4	    63	    0.1908	0.003	0.000	14104	14184	_Z12DamageMyChari
	0x2049294	   198	    2.9898	0.015	0.005	14136	14136	_Z9ActNpc073P6NPCHAR
	0x203ffcc	     7	    0.0636	0.009	0.000	14152	14152	_Z23JudgeHitBulletTriangleEiiP6BULLET
	0x203fa70	   536	    0.8270	0.002	0.001	14152	14152	_Z23JudgeHitBulletTriangleFiiP6BULLET
	0x2052e00	    51	    0.1908	0.004	0.000	14152	14152	_Z23JudgeHitMyCharTriangleCii
	0x20019f8	     4	    0.1908	0.048	0.000	14144	14144	_Z13SetLifeObjectiii
	0x200225c	     6	    0.3817	0.064	0.001	14104	14104	_Z15SetBulletObjectiii
	0x202dc04	   773	    9.1603	0.012	0.015	14120	14120	_Z9ActNpc086P6NPCHAR
	0x20428ec	 10249	  118.8931	0.012	0.198	14088	14088	_Z9ActNpc242P6NPCHAR
	0x205f08c	     3	    0.0000	0.000	0.000	14208	14208	_Z13AddLifeMyChari
	0x205fbbc	     5	    0.0000	0.000	0.000	14184	14184	_Z15AddBulletMyCharii
	0x2052d24	    67	    0.3181	0.005	0.001	14152	14152	_Z23JudgeHitMyCharTriangleBii
	0x2051c7c	   217	    0.3181	0.001	0.001	14184	14184	_Z20JudgeHitMyCharDamageii
	0x204e634	    27	    0.1272	0.005	0.000	14104	14104	_Z23JudgeHitNpCharTriangleAP6NPCHARii
	0x2052c40	    18	    0.0636	0.004	0.000	14152	14152	_Z23JudgeHitMyCharTriangleAii
	0x2051bdc	    20	    0.1272	0.006	0.000	14184	14184	_Z19JudgeHitMyCharWaterii
	0x2052edc	    13	    0.0000	0.000	0.000	14152	14152	_Z23JudgeHitMyCharTriangleDii
	0x2052988	     7	    0.1272	0.018	0.000	14104	14104	_Z13PutlittleStarv
	0x203fc80	    92	    0.1908	0.002	0.000	14152	14152	_Z23JudgeHitBulletTriangleHiiP6BULLET
	0x2002614	     1	    0.4453	0.445	0.001	14072	14072	_Z17DeleteNpCharEventi
	0x2060374	   777	    3.9440	0.005	0.007	14184	14184	_Z9ActNpc032P6NPCHAR
	0x2060404	   777	    0.9542	0.001	0.002	14176	14176	_Z9ActNpc034P6NPCHAR
	0x2060208	   777	    7.6972	0.010	0.013	14200	14200	_Z9ActNpc027P6NPCHAR
	0x204069c	  2331	   55.0254	0.024	0.092	14024	14024	_Z9ActNpc221P6NPCHAR
	0x204991c	  1554	    8.1425	0.005	0.014	14152	14152	_Z9ActNpc072P6NPCHAR
	0x20405b4	  2331	   20.0382	0.009	0.033	14144	14144	_Z9ActNpc220P6NPCHAR
	0x20490ec	   777	    3.6896	0.005	0.006	14160	14160	_Z9ActNpc070P6NPCHAR
	0x20415a4	  3885	   42.6209	0.011	0.071	14000	14000	_Z9ActNpc236P6NPCHAR
	0x2041400	  1554	   23.2188	0.015	0.039	14088	14088	_Z9ActNpc232P6NPCHAR
	0x204116c	  4662	   62.5954	0.013	0.104	14088	14088	_Z9ActNpc235P6NPCHAR
	0x204181c	 27972	  145.9288	0.005	0.243	14136	14136	_Z9ActNpc238P6NPCHAR
	0x20410d8	  2331	   11.6412	0.005	0.019	14184	14184	_Z9ActNpc234P6NPCHAR
	0x2040fa8	   777	    5.7888	0.007	0.010	14184	14184	_Z9ActNpc229P6NPCHAR
	0x203df0c	   947	   11.9593	0.013	0.020	14056	14056	_Z9ActNpc016P6NPCHAR
	0x2041e80	 12432	  140.9033	0.011	0.235	14080	14080	_Z9ActNpc233P6NPCHAR
	0x2033c54	 13209	   65.2036	0.005	0.109	14136	14136	_Z9ActNpc308P6NPCHAR
	0x20330d4	   777	    2.5445	0.003	0.004	14216	14216	_Z9ActNpc302P6NPCHAR
	0x203f964	    92	    0.0000	0.000	0.000	14152	14152	_Z23JudgeHitBulletTriangleCiiP6BULLET
	0x203feb4	    71	    0.1908	0.003	0.000	14152	14152	_Z23JudgeHitBulletTriangleDiiP6BULLET
	0x20125b8	   170	    3.1807	0.019	0.005	14088	14088	_Z9ActNpc217P6NPCHAR
	0x200301c	     1	    0.0636	0.064	0.000	14104	14104	_Z13ClearTextLinev
	0x2002f70	     1	    0.0000	0.000	0.000	14104	14104	_Z12CheckNewLinev
total time 218.21, 363.68 ms per frame, 2.75 fps
done
